Test Number, Average Error, Result 1, Result 2, Result 3, Result 4, Result 5, Result 6, Result 7, Result 8, Result 9
596,0.00699086,0.500246,-7.76499e-06,0.000144556,0.500163,2.95144e-05,-8.05549e-05,0.500245,0.981844,0.000187381
597,0.00698153,0.500245,-7.74854e-06,0.00014425,0.500163,2.94518e-05,-8.03842e-05,0.500244,0.981861,0.000186984
598,0.00697223,0.500245,-7.73214e-06,0.000143945,0.500163,2.93895e-05,-8.02141e-05,0.500244,0.981877,0.000186589
599,0.00696298,0.500244,-7.71581e-06,0.000143641,0.500162,2.93274e-05,-8.00446e-05,0.500243,0.981894,0.000186194
600,0.00695376,0.500244,-7.69953e-06,0.000143338,0.500162,2.92655e-05,-7.98758e-05,0.500243,0.981911,0.000185802
601,0.00694457,0.500243,-7.68332e-06,0.000143036,0.500162,2.92039e-05,-7.97076e-05,0.500242,0.981927,0.00018541
602,0.00693542,0.500243,-7.66716e-06,0.000142735,0.500161,2.91425e-05,-7.954e-05,0.500242,0.981944,0.00018502
603,0.00692631,0.500242,-7.65106e-06,0.000142435,0.500161,2.90813e-05,-7.9373e-05,0.500241,0.98196,0.000184632
604,0.00691723,0.500242,-7.63502e-06,0.000142137,0.500161,2.90204e-05,-7.92066e-05,0.500241,0.981977,0.000184245
605,0.00690819,0.500241,-7.61904e-06,0.000141839,0.50016,2.89596e-05,-7.90408e-05,0.50024,0.981993,0.000183859
606,0.00689919,0.500241,-7.60312e-06,0.000141543,0.50016,2.88991e-05,-7.88756e-05,0.50024,0.98201,0.000183475
607,0.00689022,0.50024,-7.58726e-06,0.000141248,0.50016,2.88388e-05,-7.87111e-05,0.500239,0.982026,0.000183092
608,0.00688128,0.50024,-7.57145e-06,0.000140953,0.500159,2.87787e-05,-7.85471e-05,0.500239,0.982042,0.000182711
609,0.00687238,0.500239,-7.5557e-06,0.00014066,0.500159,2.87189e-05,-7.83837e-05,0.500238,0.982059,0.000182331
610,0.00686351,0.500239,-7.54001e-06,0.000140368,0.500159,2.86592e-05,-7.82209e-05,0.500238,0.982075,0.000181952
611,0.00685468,0.500238,-7.52438e-06,0.000140077,0.500158,2.85998e-05,-7.80587e-05,0.500237,0.982091,0.000181575
